inventory_id,store_id,title,rating,rental_rate,replacement_cost
61,1,"ALASKA PHANTOM",PG,0.99,22.99
62,1,"ALASKA PHANTOM",PG,0.99,22.99
63,2,"ALASKA PHANTOM",PG,0.99,22.99
64,2,"ALASKA PHANTOM",PG,0.99,22.99
65,2,"ALASKA PHANTOM",PG,0.99,22.99
66,2,"ALASKA PHANTOM",PG,0.99,22.99
67,2,"ALI FOREVER",PG,4.99,21.99
68,2,"ALI FOREVER",PG,4.99,21.99
69,2,"ALI FOREVER",PG,4.99,21.99
70,2,"ALI FOREVER",PG,4.99,21.99
71,1,"ALIEN CENTER",NC-17,2.99,10.99
72,1,"ALIEN CENTER",NC-17,2.99,10.99
73,2,"ALIEN CENTER",NC-17,2.99,10.99
74,2,"ALIEN CENTER",NC-17,2.99,10.99
75,2,"ALIEN CENTER",NC-17,2.99,10.99
76,2,"ALIEN CENTER",NC-17,2.99,10.99
77,1,"ALLEY EVOLUTION",NC-17,2.99,23.99
78,1,"ALLEY EVOLUTION",NC-17,2.99,23.99
79,2,"ALLEY EVOLUTION",NC-17,2.99,23.99
80,2,"ALLEY EVOLUTION",NC-17,2.99,23.99
81,1,"ALONE TRIP",R,0.99,14.99
82,1,"ALONE TRIP",R,0.99,14.99
83,1,"ALONE TRIP",R,0.99,14.99
84,2,"ALONE TRIP",R,0.99,14.99
85,2,"ALONE TRIP",R,0.99,14.99
86,2,"ALONE TRIP",R,0.99,14.99
87,1,"ALTER VICTORY",PG-13,0.99,27.99
88,1,"ALTER VICTORY",PG-13,0.99,27.99
89,1,"ALTER VICTORY",PG-13,0.99,27.99
90,2,"ALTER VICTORY",PG-13,0.99,27.99
91,2,"ALTER VICTORY",PG-13,0.99,27.99
92,2,"ALTER VICTORY",PG-13,0.99,27.99
93,1,"AMADEUS HOLY",PG,0.99,20.99
94,1,"AMADEUS HOLY",PG,0.99,20.99
95,1,"AMADEUS HOLY",PG,0.99,20.99
96,1,"AMADEUS HOLY",PG,0.99,20.99
97,2,"AMADEUS HOLY",PG,0.99,20.99
98,2,"AMADEUS HOLY",PG,0.99,20.99
99,1,"AMELIE HELLFIGHTERS",R,4.99,23.99
100,1,"AMELIE HELLFIGHTERS",R,4.99,23.99
101,1,"AMELIE HELLFIGHTERS",R,4.99,23.99
102,1,"AMERICAN CIRCUS",R,4.99,17.99
103,1,"AMERICAN CIRCUS",R,4.99,17.99
104,2,"AMERICAN CIRCUS",R,4.99,17.99
105,2,"AMERICAN CIRCUS",R,4.99,17.99
106,2,"AMERICAN CIRCUS",R,4.99,17.99
107,2,"AMERICAN CIRCUS",R,4.99,17.99
108,1,"AMISTAD MIDSUMMER",G,2.99,10.99
109,1,"AMISTAD MIDSUMMER",G,2.99,10.99
110,1,"AMISTAD MIDSUMMER",G,2.99,10.99
111,1,"AMISTAD MIDSUMMER",G,2.99,10.99
112,2,"AMISTAD MIDSUMMER",G,2.99,10.99
113,2,"AMISTAD MIDSUMMER",G,2.99,10.99
114,2,"AMISTAD MIDSUMMER",G,2.99,10.99
115,1,"ANACONDA CONFESSIONS",R,0.99,9.99
116,1,"ANACONDA CONFESSIONS",R,0.99,9.99
117,1,"ANACONDA CONFESSIONS",R,0.99,9.99
118,2,"ANACONDA CONFESSIONS",R,0.99,9.99
119,2,"ANACONDA CONFESSIONS",R,0.99,9.99
120,1,"ANALYZE HOOSIERS",R,2.99,19.99
121,1,"ANALYZE HOOSIERS",R,2.99,19.99
122,1,"ANALYZE HOOSIERS",R,2.99,19.99
123,1,"ANALYZE HOOSIERS",R,2.99,19.99
124,1,"ANGELS LIFE",G,2.99,15.99
125,1,"ANGELS LIFE",G,2.99,15.99
126,1,"ANGELS LIFE",G,2.99,15.99
127,1,"ANGELS LIFE",G,2.99,15.99
128,2,"ANGELS LIFE",G,2.99,15.99
129,2,"ANGELS LIFE",G,2.99,15.99
130,1,"ANNIE IDENTITY",G,0.99,15.99
131,1,"ANNIE IDENTITY",G,0.99,15.99
132,2,"ANNIE IDENTITY",G,0.99,15.99
133,2,"ANNIE IDENTITY",G,0.99,15.99
134,2,"ANNIE IDENTITY",G,0.99,15.99
135,1,"ANONYMOUS HUMAN",NC-17,0.99,12.99
136,1,"ANONYMOUS HUMAN",NC-17,0.99,12.99
137,1,"ANONYMOUS HUMAN",NC-17,0.99,12.99
138,1,"ANONYMOUS HUMAN",NC-17,0.99,12.99
139,1,"ANTHEM LUKE",PG-13,4.99,16.99
140,1,"ANTHEM LUKE",PG-13,4.99,16.99
141,1,"ANTHEM LUKE",PG-13,4.99,16.99
142,1,"ANTITRUST TOMATOES",NC-17,2.99,11.99
143,1,"ANTITRUST TOMATOES",NC-17,2.99,11.99
144,1,"ANYTHING SAVANNAH",R,2.99,27.99
145,1,"ANYTHING SAVANNAH",R,2.99,27.99
146,1,"APACHE DIVINE",NC-17,4.99,16.99
147,1,"APACHE DIVINE",NC-17,4.99,16.99
148,1,"APACHE DIVINE",NC-17,4.99,16.99
149,1,"APACHE DIVINE",NC-17,4.99,16.99
150,2,"APACHE DIVINE",NC-17,4.99,16.99
151,2,"APACHE DIVINE",NC-17,4.99,16.99
152,2,"APACHE DIVINE",NC-17,4.99,16.99
153,2,"APACHE DIVINE",NC-17,4.99,16.99
154,2,"APOCALYPSE FLAMINGOS",R,4.99,11.99
155,2,"APOCALYPSE FLAMINGOS",R,4.99,11.99
156,2,"ARABIA DOGMA",NC-17,0.99,29.99
157,2,"ARABIA DOGMA",NC-17,0.99,29.99
158,2,"ARABIA DOGMA",NC-17,0.99,29.99
159,2,"ARABIA DOGMA",NC-17,0.99,29.99
160,1,"ARACHNOPHOBIA ROLLERCOASTER",PG-13,2.99,24.99
161,1,"ARACHNOPHOBIA ROLLERCOASTER",PG-13,2.99,24.99
162,1,"ARACHNOPHOBIA ROLLERCOASTER",PG-13,2.99,24.99
163,1,"ARACHNOPHOBIA ROLLERCOASTER",PG-13,2.99,24.99
164,2,"ARACHNOPHOBIA ROLLERCOASTER",PG-13,2.99,24.99
165,2,"ARACHNOPHOBIA ROLLERCOASTER",PG-13,2.99,24.99
166,2,"ARACHNOPHOBIA ROLLERCOASTER",PG-13,2.99,24.99
167,1,"ARIZONA BANG",PG,2.99,28.99
168,1,"ARIZONA BANG",PG,2.99,28.99
169,1,"ARIZONA BANG",PG,2.99,28.99
170,1,"ARIZONA BANG",PG,2.99,28.99
171,2,"ARIZONA BANG",PG,2.99,28.99
172,2,"ARIZONA BANG",PG,2.99,28.99
173,2,"ARIZONA BANG",PG,2.99,28.99
174,1,"ARMAGEDDON LOST",G,0.99,10.99
175,1,"ARMAGEDDON LOST",G,0.99,10.99
176,1,"ARMAGEDDON LOST",G,0.99,10.99
177,2,"ARMAGEDDON LOST",G,0.99,10.99
178,2,"ARMAGEDDON LOST",G,0.99,10.99
179,2,"ARMAGEDDON LOST",G,0.99,10.99
180,2,"ARMAGEDDON LOST",G,0.99,10.99
181,2,"ARMY FLINTSTONES",R,0.99,22.99
182,2,"ARMY FLINTSTONES",R,0.99,22.99
183,2,"ARMY FLINTSTONES",R,0.99,22.99
184,2,"ARMY FLINTSTONES",R,0.99,22.99
185,2,"ARTIST COLDBLOODED",NC-17,2.99,10.99
186,2,"ARTIST COLDBLOODED",NC-17,2.99,10.99
187,2,"ARTIST COLDBLOODED",NC-17,2.99,10.99
188,2,"ARTIST COLDBLOODED",NC-17,2.99,10.99
189,1,"ATLANTIS CAUSE",G,2.99,15.99
190,1,"ATLANTIS CAUSE",G,2.99,15.99
191,1,"ATLANTIS CAUSE",G,2.99,15.99
192,2,"ATLANTIS CAUSE",G,2.99,15.99
193,2,"ATLANTIS CAUSE",G,2.99,15.99
194,2,"ATLANTIS CAUSE",G,2.99,15.99
195,2,"ATLANTIS CAUSE",G,2.99,15.99
196,1,"ATTACKS HATE",PG-13,4.99,21.99
197,1,"ATTACKS HATE",PG-13,4.99,21.99
198,2,"ATTACKS HATE",PG-13,4.99,21.99
199,2,"ATTACKS HATE",PG-13,4.99,21.99
200,2,"ATTACKS HATE",PG-13,4.99,21.99
201,1,"ATTRACTION NEWTON",PG-13,4.99,14.99
202,1,"ATTRACTION NEWTON",PG-13,4.99,14.99
203,1,"ATTRACTION NEWTON",PG-13,4.99,14.99
204,1,"ATTRACTION NEWTON",PG-13,4.99,14.99
205,2,"ATTRACTION NEWTON",PG-13,4.99,14.99
206,2,"ATTRACTION NEWTON",PG-13,4.99,14.99
207,2,"AUTUMN CROW",G,4.99,13.99
208,2,"AUTUMN CROW",G,4.99,13.99
209,2,"AUTUMN CROW",G,4.99,13.99
210,2,"BABY HALL",NC-17,4.99,23.99
211,2,"BABY HALL",NC-17,4.99,23.99
212,1,"BACKLASH UNDEFEATED",PG-13,4.99,24.99
213,1,"BACKLASH UNDEFEATED",PG-13,4.99,24.99
214,2,"BACKLASH UNDEFEATED",PG-13,4.99,24.99
215,2,"BACKLASH UNDEFEATED",PG-13,4.99,24.99
216,1,"BADMAN DAWN",R,2.99,22.99
217,1,"BADMAN DAWN",R,2.99,22.99
218,1,"BADMAN DAWN",R,2.99,22.99
219,2,"BADMAN DAWN",R,2.99,22.99
220,2,"BADMAN DAWN",R,2.99,22.99
221,2,"BADMAN DAWN",R,2.99,22.99
222,1,"BAKED CLEOPATRA",G,2.99,20.99
223,1,"BAKED CLEOPATRA",G,2.99,20.99
224,1,"BAKED CLEOPATRA",G,2.99,20.99
225,2,"BAKED CLEOPATRA",G,2.99,20.99
226,2,"BAKED CLEOPATRA",G,2.99,20.99
227,1,"BALLOON HOMEWARD",NC-17,2.99,10.99
228,1,"BALLOON HOMEWARD",NC-17,2.99,10.99
229,2,"BALLOON HOMEWARD",NC-17,2.99,10.99
230,2,"BALLOON HOMEWARD",NC-17,2.99,10.99
231,2,"BALLOON HOMEWARD",NC-17,2.99,10.99
232,2,"BALLOON HOMEWARD",NC-17,2.99,10.99
233,2,"BALLROOM MOCKINGBIRD",G,0.99,29.99
234,2,"BALLROOM MOCKINGBIRD",G,0.99,29.99
235,1,"BANG KWAI",NC-17,2.99,25.99
236,1,"BANG KWAI",NC-17,2.99,25.99
237,1,"BANGER PINOCCHIO",R,0.99,15.99
238,1,"BANGER PINOCCHIO",R,0.99,15.99
239,1,"BANGER PINOCCHIO",R,0.99,15.99
240,2,"BANGER PINOCCHIO",R,0.99,15.99
241,2,"BANGER PINOCCHIO",R,0.99,15.99
242,1,"BARBARELLA STREETCAR",G,2.99,27.99
243,1,"BARBARELLA STREETCAR",G,2.99,27.99
244,1,"BARBARELLA STREETCAR",G,2.99,27.99
245,1,"BARBARELLA STREETCAR",G,2.99,27.99
246,2,"BARBARELLA STREETCAR",G,2.99,27.99
247,2,"BARBARELLA STREETCAR",G,2.99,27.99
248,1,"BAREFOOT MANCHURIAN",G,2.99,15.99
249,1,"BAREFOOT MANCHURIAN",G,2.99,15.99
250,1,"BAREFOOT MANCHURIAN",G,2.99,15.99
251,2,"BAREFOOT MANCHURIAN",G,2.99,15.99
252,2,"BAREFOOT MANCHURIAN",G,2.99,15.99
253,1,"BASIC EASY",PG-13,2.99,18.99
254,1,"BASIC EASY",PG-13,2.99,18.99
255,1,"BASIC EASY",PG-13,2.99,18.99
256,1,"BASIC EASY",PG-13,2.99,18.99
257,2,"BASIC EASY",PG-13,2.99,18.99
258,2,"BASIC EASY",PG-13,2.99,18.99
259,2,"BASIC EASY",PG-13,2.99,18.99
260,2,"BEACH HEARTBREAKERS",G,2.99,16.99
261,2,"BEACH HEARTBREAKERS",G,2.99,16.99
262,2,"BEACH HEARTBREAKERS",G,2.99,16.99
263,2,"BEACH HEARTBREAKERS",G,2.99,16.99
264,1,"BEAR GRACELAND",R,2.99,20.99
265,1,"BEAR GRACELAND",R,2.99,20.99
266,1,"BEAR GRACELAND",R,2.99,20.99
267,2,"BEAR GRACELAND",R,2.99,20.99
268,2,"BEAR GRACELAND",R,2.99,20.99
269,1,"BEAST HUNCHBACK",R,4.99,22.99
270,1,"BEAST HUNCHBACK",R,4.99,22.99
271,1,"BEAST HUNCHBACK",R,4.99,22.99
272,1,"BEAUTY GREASE",G,4.99,28.99
273,1,"BEAUTY GREASE",G,4.99,28.99
274,1,"BEAUTY GREASE",G,4.99,28.99
275,1,"BEAUTY GREASE",G,4.99,28.99
276,2,"BEAUTY GREASE",G,4.99,28.99
277,2,"BEAUTY GREASE",G,4.99,28.99
278,2,"BED HIGHBALL",NC-17,2.99,23.99
279,2,"BED HIGHBALL",NC-17,2.99,23.99
280,1,"BEDAZZLED MARRIED",PG,0.99,21.99
281,1,"BEDAZZLED MARRIED",PG,0.99,21.99
282,2,"BEDAZZLED MARRIED",PG,0.99,21.99
283,2,"BEDAZZLED MARRIED",PG,0.99,21.99
284,2,"BEETHOVEN EXORCIST",PG-13,0.99,26.99
285,2,"BEETHOVEN EXORCIST",PG-13,0.99,26.99
286,2,"BEETHOVEN EXORCIST",PG-13,0.99,26.99
287,2,"BEHAVIOR RUNAWAY",PG,4.99,20.99
288,2,"BEHAVIOR RUNAWAY",PG,4.99,20.99
289,2,"BEHAVIOR RUNAWAY",PG,4.99,20.99
290,2,"BEHAVIOR RUNAWAY",PG,4.99,20.99
291,1,"BENEATH RUSH",NC-17,0.99,27.99
292,1,"BENEATH RUSH",NC-17,0.99,27.99
293,1,"BENEATH RUSH",NC-17,0.99,27.99
294,1,"BERETS AGENT",PG-13,2.99,24.99
295,1,"BERETS AGENT",PG-13,2.99,24.99
296,2,"BERETS AGENT",PG-13,2.99,24.99
297,2,"BERETS AGENT",PG-13,2.99,24.99
298,2,"BERETS AGENT",PG-13,2.99,24.99
299,2,"BERETS AGENT",PG-13,2.99,24.99
300,1,"BETRAYED REAR",NC-17,4.99,26.99
301,1,"BETRAYED REAR",NC-17,4.99,26.99
302,2,"BETRAYED REAR",NC-17,4.99,26.99
303,2,"BETRAYED REAR",NC-17,4.99,26.99
304,1,"BEVERLY OUTLAW",R,2.99,21.99
305,1,"BEVERLY OUTLAW",R,2.99,21.99
306,1,"BEVERLY OUTLAW",R,2.99,21.99
307,1,"BEVERLY OUTLAW",R,2.99,21.99
308,2,"BEVERLY OUTLAW",R,2.99,21.99
309,2,"BEVERLY OUTLAW",R,2.99,21.99
310,2,"BEVERLY OUTLAW",R,2.99,21.99
311,2,"BEVERLY OUTLAW",R,2.99,21.99
312,1,"BIKINI BORROWERS",NC-17,4.99,26.99
313,1,"BIKINI BORROWERS",NC-17,4.99,26.99
314,2,"BIKINI BORROWERS",NC-17,4.99,26.99
315,2,"BIKINI BORROWERS",NC-17,4.99,26.99
316,2,"BILKO ANONYMOUS",PG-13,4.99,25.99
317,2,"BILKO ANONYMOUS",PG-13,4.99,25.99
318,2,"BILKO ANONYMOUS",PG-13,4.99,25.99
319,2,"BILKO ANONYMOUS",PG-13,4.99,25.99
320,1,"BILL OTHERS",PG,2.99,12.99
321,1,"BILL OTHERS",PG,2.99,12.99
322,1,"BILL OTHERS",PG,2.99,12.99
323,1,"BILL OTHERS",PG,2.99,12.99
324,2,"BILL OTHERS",PG,2.99,12.99
325,2,"BILL OTHERS",PG,2.99,12.99
326,1,"BINGO TALENTED",PG-13,2.99,22.99
327,1,"BINGO TALENTED",PG-13,2.99,22.99
328,1,"BINGO TALENTED",PG-13,2.99,22.99
329,1,"BINGO TALENTED",PG-13,2.99,22.99
330,2,"BINGO TALENTED",PG-13,2.99,22.99
331,2,"BINGO TALENTED",PG-13,2.99,22.99
332,2,"BINGO TALENTED",PG-13,2.99,22.99
333,2,"BINGO TALENTED",PG-13,2.99,22.99
334,1,"BIRCH ANTITRUST",PG,4.99,18.99
335,1,"BIRCH ANTITRUST",PG,4.99,18.99
336,1,"BIRCH ANTITRUST",PG,4.99,18.99
337,2,"BIRCH ANTITRUST",PG,4.99,18.99
338,2,"BIRCH ANTITRUST",PG,4.99,18.99
339,2,"BIRD INDEPENDENCE",G,4.99,14.99
340,2,"BIRD INDEPENDENCE",G,4.99,14.99
341,2,"BIRD INDEPENDENCE",G,4.99,14.99
342,1,"BIRDCAGE CASPER",NC-17,0.99,23.99
343,1,"BIRDCAGE CASPER",NC-17,0.99,23.99
344,1,"BIRDCAGE CASPER",NC-17,0.99,23.99
345,1,"BIRDS PERDITION",G,4.99,15.99
346,1,"BIRDS PERDITION",G,4.99,15.99
347,1,"BIRDS PERDITION",G,4.99,15.99
348,1,"BIRDS PERDITION",G,4.99,15.99
349,2,"BIRDS PERDITION",G,4.99,15.99
350,2,"BIRDS PERDITION",G,4.99,15.99
351,1,"BLACKOUT PRIVATE",PG,2.99,12.99
352,1,"BLACKOUT PRIVATE",PG,2.99,12.99
353,1,"BLACKOUT PRIVATE",PG,2.99,12.99
354,2,"BLACKOUT PRIVATE",PG,2.99,12.99
355,2,"BLACKOUT PRIVATE",PG,2.99,12.99
356,2,"BLACKOUT PRIVATE",PG,2.99,12.99
357,2,"BLACKOUT PRIVATE",PG,2.99,12.99
358,1,"BLADE POLISH",PG-13,0.99,10.99
359,1,"BLADE POLISH",PG-13,0.99,10.99
360,1,"BLADE POLISH",PG-13,0.99,10.99
361,2,"BLADE POLISH",PG-13,0.99,10.99
362,2,"BLADE POLISH",PG-13,0.99,10.99
363,2,"BLADE POLISH",PG-13,0.99,10.99
364,1,"BLANKET BEVERLY",G,2.99,21.99
365,1,"BLANKET BEVERLY",G,2.99,21.99
366,1,"BLANKET BEVERLY",G,2.99,21.99
367,1,"BLANKET BEVERLY",G,2.99,21.99
368,1,"BLINDNESS GUN",PG-13,4.99,29.99
369,1,"BLINDNESS GUN",PG-13,4.99,29.99
370,1,"BLINDNESS GUN",PG-13,4.99,29.99
371,1,"BLINDNESS GUN",PG-13,4.99,29.99
372,1,"BLOOD ARGONAUTS",G,0.99,13.99
373,1,"BLOOD ARGONAUTS",G,0.99,13.99
374,1,"BLUES INSTINCT",G,2.99,18.99
375,1,"BLUES INSTINCT",G,2.99,18.99
376,1,"BLUES INSTINCT",G,2.99,18.99
377,2,"BLUES INSTINCT",G,2.99,18.99
378,2,"BLUES INSTINCT",G,2.99,18.99
379,1,"BOILED DARES",PG,4.99,13.99
380,1,"BOILED DARES",PG,4.99,13.99
381,1,"BOILED DARES",PG,4.99,13.99
382,1,"BOILED DARES",PG,4.99,13.99
383,2,"BONNIE HOLOCAUST",G,0.99,29.99
384,2,"BONNIE HOLOCAUST",G,0.99,29.99
385,2,"BONNIE HOLOCAUST",G,0.99,29.99
386,2,"BONNIE HOLOCAUST",G,0.99,29.99
387,1,"BOOGIE AMELIE",R,4.99,11.99
388,1,"BOOGIE AMELIE",R,4.99,11.99
389,1,"BOOGIE AMELIE",R,4.99,11.99
390,1,"BOOGIE AMELIE",R,4.99,11.99
391,2,"BOOGIE AMELIE",R,4.99,11.99
392,2,"BOOGIE AMELIE",R,4.99,11.99
393,2,"BOOGIE AMELIE",R,4.99,11.99
394,2,"BOOGIE AMELIE",R,4.99,11.99
395,2,"BORN SPINAL",PG,4.99,17.99
396,2,"BORN SPINAL",PG,4.99,17.99
397,2,"BORN SPINAL",PG,4.99,17.99
398,2,"BORN SPINAL",PG,4.99,17.99
399,1,"BORROWERS BEDAZZLED",G,0.99,22.99
400,1,"BORROWERS BEDAZZLED",G,0.99,22.99
401,1,"BORROWERS BEDAZZLED",G,0.99,22.99
402,2,"BORROWERS BEDAZZLED",G,0.99,22.99
403,2,"BORROWERS BEDAZZLED",G,0.99,22.99
404,2,"BORROWERS BEDAZZLED",G,0.99,22.99
405,1,"BOULEVARD MOB",R,0.99,11.99
406,1,"BOULEVARD MOB",R,0.99,11.99
407,1,"BOULEVARD MOB",R,0.99,11.99
408,2,"BOULEVARD MOB",R,0.99,11.99
409,2,"BOULEVARD MOB",R,0.99,11.99
410,2,"BOULEVARD MOB",R,0.99,11.99
411,1,"BOUND CHEAPER",PG,0.99,17.99
412,1,"BOUND CHEAPER",PG,0.99,17.99
413,1,"BOUND CHEAPER",PG,0.99,17.99
414,1,"BOUND CHEAPER",PG,0.99,17.99
415,2,"BOUND CHEAPER",PG,0.99,17.99
416,2,"BOUND CHEAPER",PG,0.99,17.99
417,2,"BOUND CHEAPER",PG,0.99,17.99
418,2,"BOUND CHEAPER",PG,0.99,17.99
419,1,"BOWFINGER GABLES",NC-17,4.99,19.99
420,1,"BOWFINGER GABLES",NC-17,4.99,19.99
421,2,"BOWFINGER GABLES",NC-17,4.99,19.99
422,2,"BOWFINGER GABLES",NC-17,4.99,19.99
423,2,"BRANNIGAN SUNRISE",PG,4.99,27.99
424,2,"BRANNIGAN SUNRISE",PG,4.99,27.99
425,2,"BRANNIGAN SUNRISE",PG,4.99,27.99
426,1,"BRAVEHEART HUMAN",PG-13,2.99,14.99
427,1,"BRAVEHEART HUMAN",PG-13,2.99,14.99
428,1,"BREAKFAST GOLDFINGER",G,4.99,18.99
429,1,"BREAKFAST GOLDFINGER",G,4.99,18.99
430,2,"BREAKFAST GOLDFINGER",G,4.99,18.99
431,2,"BREAKFAST GOLDFINGER",G,4.99,18.99
432,2,"BREAKFAST GOLDFINGER",G,4.99,18.99
433,1,"BREAKING HOME",PG-13,2.99,21.99
434,1,"BREAKING HOME",PG-13,2.99,21.99
435,1,"BREAKING HOME",PG-13,2.99,21.99
436,1,"BRIDE INTRIGUE",G,0.99,24.99
437,1,"BRIDE INTRIGUE",G,0.99,24.99
438,1,"BRIDE INTRIGUE",G,0.99,24.99
439,1,"BRIDE INTRIGUE",G,0.99,24.99
440,2,"BRIDE INTRIGUE",G,0.99,24.99
441,2,"BRIDE INTRIGUE",G,0.99,24.99
442,1,"BRIGHT ENCOUNTERS",PG-13,4.99,12.99
443,1,"BRIGHT ENCOUNTERS",PG-13,4.99,12.99
444,1,"BRIGHT ENCOUNTERS",PG-13,4.99,12.99
445,1,"BRINGING HYSTERICAL",PG,2.99,14.99
446,1,"BRINGING HYSTERICAL",PG,2.99,14.99
447,1,"BRINGING HYSTERICAL",PG,2.99,14.99
448,2,"BRINGING HYSTERICAL",PG,2.99,14.99
449,2,"BRINGING HYSTERICAL",PG,2.99,14.99
450,2,"BRINGING HYSTERICAL",PG,2.99,14.99
451,1,"BROOKLYN DESERT",R,4.99,21.99
452,1,"BROOKLYN DESERT",R,4.99,21.99
453,1,"BROOKLYN DESERT",R,4.99,21.99
454,1,"BROOKLYN DESERT",R,4.99,21.99
455,2,"BROOKLYN DESERT",R,4.99,21.99
456,2,"BROOKLYN DESERT",R,4.99,21.99
457,1,"BROTHERHOOD BLANKET",R,0.99,26.99
458,1,"BROTHERHOOD BLANKET",R,0.99,26.99
459,1,"BROTHERHOOD BLANKET",R,0.99,26.99
460,1,"BROTHERHOOD BLANKET",R,0.99,26.99
461,2,"BROTHERHOOD BLANKET",R,0.99,26.99
462,2,"BROTHERHOOD BLANKET",R,0.99,26.99
463,2,"BUBBLE GROSSE",R,4.99,20.99
464,2,"BUBBLE GROSSE",R,4.99,20.99
465,1,"BUCKET BROTHERHOOD",PG,4.99,27.99
466,1,"BUCKET BROTHERHOOD",PG,4.99,27.99
467,1,"BUCKET BROTHERHOOD",PG,4.99,27.99
468,1,"BUCKET BROTHERHOOD",PG,4.99,27.99
469,2,"BUCKET BROTHERHOOD",PG,4.99,27.99
470,2,"BUCKET BROTHERHOOD",PG,4.99,27.99
471,2,"BUCKET BROTHERHOOD",PG,4.99,27.99
472,2,"BUCKET BROTHERHOOD",PG,4.99,27.99
473,2,"BUGSY SONG",G,2.99,17.99
474,2,"BUGSY SONG",G,2.99,17.99
475,2,"BUGSY SONG",G,2.99,17.99
476,1,"BULL SHAWSHANK",NC-17,0.99,21.99
477,1,"BULL SHAWSHANK",NC-17,0.99,21.99
478,2,"BULL SHAWSHANK",NC-17,0.99,21.99
479,2,"BULL SHAWSHANK",NC-17,0.99,21.99
480,2,"BULL SHAWSHANK",NC-17,0.99,21.99
481,1,"BULWORTH COMMANDMENTS",G,2.99,14.99
482,1,"BULWORTH COMMANDMENTS",G,2.99,14.99
483,2,"BUNCH MINDS",G,2.99,13.99
484,2,"BUNCH MINDS",G,2.99,13.99
485,1,"BUTTERFLY CHOCOLAT",G,0.99,17.99
486,1,"BUTTERFLY CHOCOLAT",G,0.99,17.99
